,customer_id,Prob of 0,Prob of 1,Churn
4464,0406-BPDVR,0.8430717863105175,0.15692821368948248,0
5931,9339-FIIJL,0.8430717863105175,0.15692821368948248,0
224,1963-SVUCV,0.5026455026455027,0.4973544973544973,0
3738,7266-GSSJX,0.8046767537826685,0.1953232462173315,0
6231,6234-RAAPL,0.8430717863105175,0.15692821368948248,0
1121,9057-MSWCO,0.9544179523141655,0.0455820476858345,0
410,3521-MNKLV,0.9544179523141655,0.0455820476858345,0
379,3237-AJGEH,0.5026455026455027,0.4973544973544973,0
1213,9862-KJTYK,0.9544179523141655,0.0455820476858345,0
4263,6840-RESVB,0.8430717863105175,0.15692821368948248,0
2867,7576-OYWBN,0.4002808988764045,0.5997191011235955,1
2881,7627-JKIAZ,0.8430717863105175,0.15692821368948248,0
1429,0943-ZQPXH,0.8430717863105175,0.15692821368948248,0
4705,4827-LTQRJ,0.8430717863105175,0.15692821368948248,0
3912,0661-KBKPA,0.8430717863105175,0.15692821368948248,0
4002,2325-ZUSFD,0.9544179523141655,0.0455820476858345,0
726,5896-NPFWW,0.5026455026455027,0.4973544973544973,0
319,2782-LFZVW,0.5026455026455027,0.4973544973544973,0
3100,8802-UNOJF,0.4002808988764045,0.5997191011235955,1
1310,0390-DCFDQ,0.140625,0.859375,1
3171,9190-MFJLN,0.8430717863105175,0.15692821368948248,0
211,1816-FLZDK,0.5026455026455027,0.4973544973544973,0
1854,2982-VPSGI,0.4002808988764045,0.5997191011235955,1
358,3063-QFSZL,0.5026455026455027,0.4973544973544973,0
5983,0164-APGRB,0.6405135520684736,0.3594864479315264,0
2671,6653-CBBOM,0.140625,0.859375,1
3793,8267-KFGYD,0.8046767537826685,0.1953232462173315,0
2542,6023-YEBUP,0.4002808988764045,0.5997191011235955,1
2892,7714-YXSMB,0.8430717863105175,0.15692821368948248,0
2464,5651-YLPRD,0.6405135520684736,0.3594864479315264,0
4744,5397-TUPSH,0.9544179523141655,0.0455820476858345,0
5204,6051-PTVNS,0.9544179523141655,0.0455820476858345,0
3779,7989-CHGTL,0.8046767537826685,0.1953232462173315,0
2158,4361-BKAXE,0.8430717863105175,0.15692821368948248,0
72,0708-SJDIS,0.9544179523141655,0.0455820476858345,0
6993,9150-KPBJQ,0.8046767537826685,0.1953232462173315,0
6403,9958-MEKUC,0.8430717863105175,0.15692821368948248,0
6480,1207-BLKSA,0.9544179523141655,0.0455820476858345,0
298,2606-RMDHZ,0.8046767537826685,0.1953232462173315,0
5642,5110-CHOPY,0.8350515463917526,0.16494845360824742,0
3735,7234-KMNRQ,0.8046767537826685,0.1953232462173315,0
2120,4176-FXYBO,0.6405135520684736,0.3594864479315264,0
15,0212-ISBBF,0.8350515463917526,0.16494845360824742,0
2607,6356-ELRKD,0.140625,0.859375,1
4807,6617-WLBQC,0.8430717863105175,0.15692821368948248,0
6386,9625-QNLUX,0.8430717863105175,0.15692821368948248,0
3864,9818-XQCUV,0.8046767537826685,0.1953232462173315,0
5872,8313-AFGBW,0.8350515463917526,0.16494845360824742,0
718,5780-INQIK,0.5026455026455027,0.4973544973544973,0
5615,4717-GHADL,0.8430717863105175,0.15692821368948248,0
1909,3194-ORPIK,0.8430717863105175,0.15692821368948248,0
5661,5317-FLPJF,0.9544179523141655,0.0455820476858345,0
1399,0812-WUPTB,0.140625,0.859375,1
3611,4745-LSPLO,0.8046767537826685,0.1953232462173315,0
4964,9659-ZTWSM,0.8430717863105175,0.15692821368948248,0
5084,2878-DHMIN,0.8350515463917526,0.16494845360824742,0
2051,3842-QTGDL,0.4002808988764045,0.5997191011235955,1
409,3518-PZXZQ,0.5026455026455027,0.4973544973544973,0
6963,8735-SDUFN,0.9544179523141655,0.0455820476858345,0
3488,2480-JZOSN,0.8046767537826685,0.1953232462173315,0
6280,7159-NOKYQ,0.6405135520684736,0.3594864479315264,0
989,7966-YOTQW,0.8046767537826685,0.1953232462173315,0
5819,7596-ZYWBB,0.9544179523141655,0.0455820476858345,0
5838,7860-UXCRM,0.8430717863105175,0.15692821368948248,0
6110,3244-CQPHU,0.8430717863105175,0.15692821368948248,0
4083,3696-XRIEN,0.8430717863105175,0.15692821368948248,0
2073,3956-CJUST,0.8430717863105175,0.15692821368948248,0
4371,8745-PVESG,0.9544179523141655,0.0455820476858345,0
3734,7219-TLZHO,0.8046767537826685,0.1953232462173315,0
491,4074-SJFFA,0.5026455026455027,0.4973544973544973,0
2589,6259-WJQLC,0.8430717863105175,0.15692821368948248,0
1451,1062-LHZOD,0.140625,0.859375,1
1308,0378-TOVMS,0.4002808988764045,0.5997191011235955,1
4027,2680-XKKNJ,0.8046767537826685,0.1953232462173315,0
3998,2282-YGNOR,0.9544179523141655,0.0455820476858345,0
6685,4361-FEBGN,0.9544179523141655,0.0455820476858345,0
4975,9833-TGFHX,0.6405135520684736,0.3594864479315264,0
2779,7209-JCUDS,0.4002808988764045,0.5997191011235955,1
6506,1591-XWLGB,0.9544179523141655,0.0455820476858345,0
6642,3620-EHIMZ,0.9544179523141655,0.0455820476858345,0
2604,6350-XFYGW,0.4002808988764045,0.5997191011235955,1
5444,1716-LSAMB,0.9544179523141655,0.0455820476858345,0
3225,9470-XCCEM,0.8430717863105175,0.15692821368948248,0
3468,2164-SOQXL,0.9544179523141655,0.0455820476858345,0
3168,9172-JITSM,0.6405135520684736,0.3594864479315264,0
2075,3957-LXOLK,0.6405135520684736,0.3594864479315264,0
5605,4526-RMTLL,0.4002808988764045,0.5997191011235955,1
220,1919-RTPQD,0.5026455026455027,0.4973544973544973,0
5592,4188-PCPIG,0.9544179523141655,0.0455820476858345,0
79,0774-IFUVM,0.8046767537826685,0.1953232462173315,0
2873,7595-EUIVN,0.140625,0.859375,1
2269,4829-AUOAX,0.8430717863105175,0.15692821368948248,0
6797,6080-LNESI,0.9544179523141655,0.0455820476858345,0
2299,4971-PUYQO,0.8430717863105175,0.15692821368948248,0
6006,0727-BNRLG,0.8430717863105175,0.15692821368948248,0
5802,7301-ABVAD,0.8430717863105175,0.15692821368948248,0
4794,6345-ULYRW,0.8430717863105175,0.15692821368948248,0
2796,7271-AJDTL,0.8430717863105175,0.15692821368948248,0
1073,8705-WZCYL,0.5026455026455027,0.4973544973544973,0
3033,8468-EHYJA,0.6405135520684736,0.3594864479315264,0
2416,5442-UTCVD,0.4002808988764045,0.5997191011235955,1
4637,3410-MHHUM,0.6405135520684736,0.3594864479315264,0
3618,4800-VHZKI,0.8046767537826685,0.1953232462173315,0
4192,5756-OZRIO,0.9544179523141655,0.0455820476858345,0
159,1442-BQPVU,0.8046767537826685,0.1953232462173315,0
2318,5052-PNLOS,0.4002808988764045,0.5997191011235955,1
5437,1506-YJTYT,0.8430717863105175,0.15692821368948248,0
5413,0973-KYVNF,0.9544179523141655,0.0455820476858345,0
4369,8690-UPCZI,0.9544179523141655,0.0455820476858345,0
2482,5804-LEPIM,0.4002808988764045,0.5997191011235955,1
6466,1047-RNXZV,0.9544179523141655,0.0455820476858345,0
165,1478-VPOAD,0.5026455026455027,0.4973544973544973,0
1945,3352-ALMCK,0.8430717863105175,0.15692821368948248,0
6457,0839-QNXME,0.9544179523141655,0.0455820476858345,0
4148,4825-XJGDM,0.9544179523141655,0.0455820476858345,0
6738,5158-RIVOP,0.8046767537826685,0.1953232462173315,0
3752,7610-TVOPG,0.8046767537826685,0.1953232462173315,0
3142,9053-EJUNL,0.6405135520684736,0.3594864479315264,0
973,7872-RDDLZ,0.8350515463917526,0.16494845360824742,0
5512,2954-PIBKO,0.9544179523141655,0.0455820476858345,0
4624,3190-XFANI,0.8430717863105175,0.15692821368948248,0
1849,2960-NKRSO,0.6405135520684736,0.3594864479315264,0
33,0322-CHQRU,0.5026455026455027,0.4973544973544973,0
4244,6543-JXSOO,0.9544179523141655,0.0455820476858345,0
1812,2824-MYYBN,0.6405135520684736,0.3594864479315264,0
2137,4248-QPAVC,0.8430717863105175,0.15692821368948248,0
6326,8207-DMRVL,0.8430717863105175,0.15692821368948248,0
3241,9529-OFXHY,0.4002808988764045,0.5997191011235955,1
3097,8785-CJSHH,0.6405135520684736,0.3594864479315264,0
3032,8456-QDAVC,0.8430717863105175,0.15692821368948248,0
3169,9185-TQCVP,0.4002808988764045,0.5997191011235955,1
257,2209-XADXF,0.5026455026455027,0.4973544973544973,0
4216,6114-TCFID,0.9544179523141655,0.0455820476858345,0
2968,8086-OVPWV,0.4002808988764045,0.5997191011235955,1
4124,4522-XRWWI,0.8430717863105175,0.15692821368948248,0
1502,1342-JPNKI,0.4002808988764045,0.5997191011235955,1
31,0314-TKOSI,0.8046767537826685,0.1953232462173315,0
2668,6646-JPPHA,0.4002808988764045,0.5997191011235955,1
445,3733-ZEECP,0.8350515463917526,0.16494845360824742,0
5052,1952-DVVSW,0.8046767537826685,0.1953232462173315,0
2683,6711-FLDFB,0.4002808988764045,0.5997191011235955,1
1125,9089-UOWJG,0.5026455026455027,0.4973544973544973,0
6703,4656-CAURT,0.9544179523141655,0.0455820476858345,0
6946,8434-VGEQQ,0.9544179523141655,0.0455820476858345,0
2401,5383-MMTWC,0.4002808988764045,0.5997191011235955,1
2443,5570-PTWEH,0.4002808988764045,0.5997191011235955,1
2886,7665-TOALD,0.140625,0.859375,1
3569,3936-QQFLL,0.8046767537826685,0.1953232462173315,0
5710,6013-BHCAW,0.8430717863105175,0.15692821368948248,0
815,6624-JDRDS,0.8046767537826685,0.1953232462173315,0
2505,5899-OUVKV,0.6405135520684736,0.3594864479315264,0
3094,8780-IXSTS,0.4002808988764045,0.5997191011235955,1
1164,9496-IVVRP,0.8046767537826685,0.1953232462173315,0
4411,9388-ZEYVT,0.8350515463917526,0.16494845360824742,0
4688,4567-AKPIA,0.8430717863105175,0.15692821368948248,0
2614,6377-WHAOX,0.6405135520684736,0.3594864479315264,0
1619,1977-STDKI,0.140625,0.859375,1
5160,4955-VCWBI,0.9544179523141655,0.0455820476858345,0
1394,0754-UKWQP,0.4002808988764045,0.5997191011235955,1
5423,1187-WILMM,0.8430717863105175,0.15692821368948248,0
4394,9114-AAFQH,0.8350515463917526,0.16494845360824742,0
1186,9638-JIQYA,0.5026455026455027,0.4973544973544973,0
6353,8871-JLMHM,0.8430717863105175,0.15692821368948248,0
5950,9553-DLCLU,0.4002808988764045,0.5997191011235955,1
1290,0324-BRPCJ,0.6405135520684736,0.3594864479315264,0
4825,6821-JPCDC,0.6405135520684736,0.3594864479315264,0
3126,8943-URTMR,0.4002808988764045,0.5997191011235955,1
4863,7661-CPURM,0.8430717863105175,0.15692821368948248,0
680,5480-HPRRX,0.5026455026455027,0.4973544973544973,0
3222,9451-LPGOO,0.4002808988764045,0.5997191011235955,1
193,1697-NVVGY,0.9544179523141655,0.0455820476858345,0
3544,3530-VWVGU,0.9544179523141655,0.0455820476858345,0
5849,8060-HIWJJ,0.8430717863105175,0.15692821368948248,0
5571,3889-VWBID,0.8430717863105175,0.15692821368948248,0
1918,3217-FZDMN,0.4002808988764045,0.5997191011235955,1
3368,0366-NQSHS,0.8046767537826685,0.1953232462173315,0
4130,4576-CSAJH,0.9544179523141655,0.0455820476858345,0
1984,3519-ZKXGG,0.4002808988764045,0.5997191011235955,1
2357,5219-YIPTK,0.6405135520684736,0.3594864479315264,0
1129,9108-EJFJP,0.8046767537826685,0.1953232462173315,0
6542,2138-VFAPZ,0.8046767537826685,0.1953232462173315,0
2019,3714-JTVOV,0.8430717863105175,0.15692821368948248,0
3777,7968-QUXNS,0.8046767537826685,0.1953232462173315,0
2154,4329-YPDDQ,0.8430717863105175,0.15692821368948248,0
4608,2898-MRKPI,0.8430717863105175,0.15692821368948248,0
3352,0031-PVLZI,0.8046767537826685,0.1953232462173315,0
1986,3524-WQDSG,0.8430717863105175,0.15692821368948248,0
3293,9773-PEQBZ,0.4002808988764045,0.5997191011235955,1
3366,0347-UBKUZ,0.8046767537826685,0.1953232462173315,0
5505,2824-DXNKN,0.9544179523141655,0.0455820476858345,0
5482,2274-XUATA,0.9544179523141655,0.0455820476858345,0
5569,3813-DHBBB,0.9544179523141655,0.0455820476858345,0
6881,7503-EPSZW,0.9544179523141655,0.0455820476858345,0
288,2485-ITVKB,0.5026455026455027,0.4973544973544973,0
511,4237-RLAQD,0.5026455026455027,0.4973544973544973,0
1302,0365-BZUWY,0.6405135520684736,0.3594864479315264,0
4208,5975-BAICR,0.9544179523141655,0.0455820476858345,0
1999,3585-ISXZP,0.4002808988764045,0.5997191011235955,1
6749,5322-ZSMZY,0.9544179523141655,0.0455820476858345,0
5427,1227-UDMZR,0.8430717863105175,0.15692821368948248,0
889,7252-NTGSS,0.5026455026455027,0.4973544973544973,0
1917,3211-ILJTT,0.9544179523141655,0.0455820476858345,0
5878,8390-FESFV,0.8430717863105175,0.15692821368948248,0
944,7691-KGKGP,0.9544179523141655,0.0455820476858345,0
2481,5804-HYIEZ,0.6405135520684736,0.3594864479315264,0
6477,1131-QQZEB,0.9544179523141655,0.0455820476858345,0
1266,0219-YTZUE,0.4002808988764045,0.5997191011235955,1
4250,6635-MYYYZ,0.8430717863105175,0.15692821368948248,0
4714,5014-WUQMG,0.6405135520684736,0.3594864479315264,0
4950,9391-DXGGG,0.8430717863105175,0.15692821368948248,0
5972,9926-PJHDQ,0.8430717863105175,0.15692821368948248,0
5216,6447-EGDIV,0.9544179523141655,0.0455820476858345,0
6158,4378-MYPGO,0.8430717863105175,0.15692821368948248,0
6987,9068-FHQHD,0.9544179523141655,0.0455820476858345,0
1416,0899-LIIBW,0.6405135520684736,0.3594864479315264,0
3012,8374-XGEJJ,0.6405135520684736,0.3594864479315264,0
2540,6017-PPLPX,0.8350515463917526,0.16494845360824742,0
4359,8550-XSXUQ,0.9544179523141655,0.0455820476858345,0
6991,9108-EQPNQ,0.8046767537826685,0.1953232462173315,0
5126,4163-NCJAK,0.9544179523141655,0.0455820476858345,0
5415,0988-AADSA,0.8430717863105175,0.15692821368948248,0
6558,2346-CZYIL,0.9544179523141655,0.0455820476858345,0
1748,2568-BRGYX,0.4002808988764045,0.5997191011235955,1
6869,7277-KAMWT,0.8046767537826685,0.1953232462173315,0
4589,2636-SJDOU,0.8430717863105175,0.15692821368948248,0
3502,2717-HVIZY,0.8046767537826685,0.1953232462173315,0
4426,9691-HKOVS,0.6405135520684736,0.3594864479315264,0
1480,1216-JWVUX,0.6405135520684736,0.3594864479315264,0
3432,1552-TKMXS,0.9544179523141655,0.0455820476858345,0
3744,7407-SUJIZ,0.9544179523141655,0.0455820476858345,0
537,4418-LZMSV,0.8046767537826685,0.1953232462173315,0
6614,3212-KXOCR,0.9544179523141655,0.0455820476858345,0
1767,2656-TABEH,0.4002808988764045,0.5997191011235955,1
1263,0196-VULGZ,0.4002808988764045,0.5997191011235955,1
3594,4397-FRLTA,0.8046767537826685,0.1953232462173315,0
2583,6227-HWPWX,0.4002808988764045,0.5997191011235955,1
2348,5186-SAMNZ,0.140625,0.859375,1
5726,6253-GNHWH,0.9544179523141655,0.0455820476858345,0
1988,3537-HPKQT,0.8430717863105175,0.15692821368948248,0
6063,2040-XBAVJ,0.8430717863105175,0.15692821368948248,0
761,6180-YBIQI,0.5026455026455027,0.4973544973544973,0
2115,4140-MUHUG,0.4002808988764045,0.5997191011235955,1
3748,7531-GQHME,0.8046767537826685,0.1953232462173315,0
6032,1325-USMEC,0.8430717863105175,0.15692821368948248,0
1012,8180-AKMJV,0.5026455026455027,0.4973544973544973,0
3999,2292-XQWSV,0.9544179523141655,0.0455820476858345,0
642,5173-WXOQV,0.8046767537826685,0.1953232462173315,0
4304,7541-YLXCL,0.9544179523141655,0.0455820476858345,0
4848,7245-JMTTQ,0.6405135520684736,0.3594864479315264,0
138,1304-BCCFO,0.4002808988764045,0.5997191011235955,1
1469,1173-XZPYF,0.4002808988764045,0.5997191011235955,1
2131,4229-CZMLL,0.4002808988764045,0.5997191011235955,1
397,3413-BMNZE,0.5026455026455027,0.4973544973544973,0
4014,2511-MORQY,0.9544179523141655,0.0455820476858345,0
457,3808-HFKDE,0.8350515463917526,0.16494845360824742,0
768,6235-VDHOM,0.8046767537826685,0.1953232462173315,0
1617,1965-AKTSX,0.4002808988764045,0.5997191011235955,1
2426,5502-RLUYV,0.6405135520684736,0.3594864479315264,0
595,4819-HJPIW,0.9544179523141655,0.0455820476858345,0
6739,5171-EPLKN,0.9544179523141655,0.0455820476858345,0
4678,4374-YMUSQ,0.8430717863105175,0.15692821368948248,0
1449,1047-NNCBF,0.9544179523141655,0.0455820476858345,0
4802,6481-OGDOO,0.8430717863105175,0.15692821368948248,0
3383,0673-IGUQO,0.8046767537826685,0.1953232462173315,0
6084,2530-FMFXO,0.6405135520684736,0.3594864479315264,0
2167,4415-IJZTP,0.140625,0.859375,1
2217,4614-NUVZD,0.140625,0.859375,1
6629,3454-JFUBC,0.9544179523141655,0.0455820476858345,0
2826,7409-KIUTL,0.140625,0.859375,1
6823,6609-MXJHJ,0.9544179523141655,0.0455820476858345,0
4734,5268-DSMNQ,0.8430717863105175,0.15692821368948248,0
3709,6648-INWPS,0.8046767537826685,0.1953232462173315,0
2605,6352-TWCAU,0.6405135520684736,0.3594864479315264,0
6387,9637-CDTKZ,0.8430717863105175,0.15692821368948248,0
3922,0756-MPZRL,0.9544179523141655,0.0455820476858345,0
2506,5908-QMGOE,0.4002808988764045,0.5997191011235955,1
301,2625-TRCZQ,0.8350515463917526,0.16494845360824742,0
5617,4723-BEGSG,0.8430717863105175,0.15692821368948248,0
1975,3473-XIIIT,0.4002808988764045,0.5997191011235955,1
5478,2251-PYLPB,0.8430717863105175,0.15692821368948248,0
198,1740-CSDJP,0.5026455026455027,0.4973544973544973,0
6323,8099-MZPUJ,0.8430717863105175,0.15692821368948248,0
1300,0362-ZBZWJ,0.6405135520684736,0.3594864479315264,0
2381,5307-DZCVC,0.8430717863105175,0.15692821368948248,0
3958,1389-WNUIB,0.8430717863105175,0.15692821368948248,0
1599,1867-BDVFH,0.4002808988764045,0.5997191011235955,1
3248,9565-DJPIB,0.4002808988764045,0.5997191011235955,1
6996,9178-JHUVJ,0.9544179523141655,0.0455820476858345,0
1583,1761-AEZZR,0.140625,0.859375,1
6181,5090-EMGTC,0.8430717863105175,0.15692821368948248,0
4852,7409-JURKQ,0.8430717863105175,0.15692821368948248,0
4395,9127-QRZMH,0.9544179523141655,0.0455820476858345,0
6844,6923-AQONU,0.9544179523141655,0.0455820476858345,0
5223,6546-OPBBH,0.9544179523141655,0.0455820476858345,0
6927,8165-ZJRNM,0.9544179523141655,0.0455820476858345,0
4717,5056-FIMPT,0.8430717863105175,0.15692821368948248,0
279,2408-WITXK,0.5026455026455027,0.4973544973544973,0
2308,5018-GWURO,0.8430717863105175,0.15692821368948248,0
4670,4187-CINZD,0.8430717863105175,0.15692821368948248,0
3471,2223-KAGMX,0.8046767537826685,0.1953232462173315,0
603,4926-UMJZD,0.9544179523141655,0.0455820476858345,0
1895,3143-JQEGI,0.4002808988764045,0.5997191011235955,1
3483,2410-CIYFZ,0.8046767537826685,0.1953232462173315,0
5874,8336-TAVKX,0.8430717863105175,0.15692821368948248,0
398,3413-CSSTH,0.9544179523141655,0.0455820476858345,0
654,5236-XMZJY,0.9544179523141655,0.0455820476858345,0
1615,1941-HOSAM,0.140625,0.859375,1
6866,7242-EDTYC,0.9544179523141655,0.0455820476858345,0
3107,8835-VSDSE,0.4002808988764045,0.5997191011235955,1
462,3863-QSTYI,0.8350515463917526,0.16494845360824742,0
7003,9371-BITHB,0.9544179523141655,0.0455820476858345,0
5282,8194-PEEBY,0.9544179523141655,0.0455820476858345,0
5491,2451-YMUXS,0.9544179523141655,0.0455820476858345,0
4064,3417-TSCIC,0.9544179523141655,0.0455820476858345,0
4432,9750-BOOHV,0.9544179523141655,0.0455820476858345,0
6803,6217-KDYWC,0.9544179523141655,0.0455820476858345,0
611,4958-GZWIY,0.5026455026455027,0.4973544973544973,0
6821,6582-PLFUU,0.9544179523141655,0.0455820476858345,0
3936,1042-HFUCW,0.9544179523141655,0.0455820476858345,0
3666,5712-VBOXD,0.8046767537826685,0.1953232462173315,0
4660,3886-CERTZ,0.6405135520684736,0.3594864479315264,0
184,1612-EOHDH,0.5026455026455027,0.4973544973544973,0
2473,5712-AHQNN,0.6405135520684736,0.3594864479315264,0
2907,7813-ZGGAW,0.8430717863105175,0.15692821368948248,0
1173,9537-VHDTA,0.8046767537826685,0.1953232462173315,0
360,3085-QUOZK,0.5026455026455027,0.4973544973544973,0
7041,9972-EWRJS,0.9544179523141655,0.0455820476858345,0
35,0356-ERHVT,0.5026455026455027,0.4973544973544973,0
2479,5760-IFJOZ,0.4002808988764045,0.5997191011235955,1
4686,4525-VZCZG,0.6405135520684736,0.3594864479315264,0
843,6859-RKMZJ,0.5026455026455027,0.4973544973544973,0
3685,6131-JLWZM,0.8046767537826685,0.1953232462173315,0
2750,7044-YAACC,0.4002808988764045,0.5997191011235955,1
5585,4077-HWUYD,0.8430717863105175,0.15692821368948248,0
3083,8739-WWKDU,0.6405135520684736,0.3594864479315264,0
6108,3197-NNYNB,0.8430717863105175,0.15692821368948248,0
1411,0880-FVFWF,0.6405135520684736,0.3594864479315264,0
1351,0578-SKVMF,0.6405135520684736,0.3594864479315264,0
3340,9944-AEXBM,0.8430717863105175,0.15692821368948248,0
6566,2481-SBOYW,0.9544179523141655,0.0455820476858345,0
6202,5451-YHYPW,0.8430717863105175,0.15692821368948248,0
2400,5382-SOYZL,0.6405135520684736,0.3594864479315264,0
4268,6937-GCDGQ,0.9544179523141655,0.0455820476858345,0
440,3701-SFMUH,0.4002808988764045,0.5997191011235955,1
2957,8051-HJRLT,0.140625,0.859375,1
6444,0625-AFOHS,0.9544179523141655,0.0455820476858345,0
927,7590-VHVEG,0.8046767537826685,0.1953232462173315,0
2592,6284-AHOOQ,0.8430717863105175,0.15692821368948248,0
4294,7247-XOZPB,0.8430717863105175,0.15692821368948248,0
5105,3547-LQRIK,0.8350515463917526,0.16494845360824742,0
5087,2926-JEJJC,0.8046767537826685,0.1953232462173315,0
4023,2599-CZABP,0.5026455026455027,0.4973544973544973,0
3260,9611-CTWIH,0.4002808988764045,0.5997191011235955,1
235,2055-SIFSS,0.9544179523141655,0.0455820476858345,0
6077,2388-LAESQ,0.8430717863105175,0.15692821368948248,0
3646,5372-FBKBN,0.9544179523141655,0.0455820476858345,0
1967,3428-XZMAZ,0.140625,0.859375,1
3147,9061-TIHDA,0.4002808988764045,0.5997191011235955,1
3673,5917-HBSDW,0.8350515463917526,0.16494845360824742,0
1538,1548-FEHVL,0.6405135520684736,0.3594864479315264,0
3417,1336-EZFZY,0.8046767537826685,0.1953232462173315,0
6747,5296-PSYVW,0.8350515463917526,0.16494845360824742,0
5048,1897-RCFUM,0.9544179523141655,0.0455820476858345,0
5765,6723-CEGQI,0.9544179523141655,0.0455820476858345,0
3223,9465-RWMXL,0.6405135520684736,0.3594864479315264,0
3266,9633-XQABV,0.4002808988764045,0.5997191011235955,1
1375,0674-DGMAQ,0.6405135520684736,0.3594864479315264,0
841,6844-DZKRF,0.5026455026455027,0.4973544973544973,0
